job_id,job_title,industry,location,salary_usd,skills_required,remote_option,company_size,posting_date,month,month_name
3812,Renewable Energy Engineer,Green Tech,Dubai,223016,Climate Data Analysis; Energy Modeling,No,Large,07-09-2025,9,September
3813,AI Engineer,Ai,Berlin,77083,PyTorch; TensorFlow,No,Small,25-03-2025,3,March
3814,Smart Contract Engineer,Blockchain,London,120550,Rust; Solidity,Yes,Medium,22-07-2025,7,July
3815,Sustainability Analyst,Green Tech,Singapore,139161,Climate Data Analysis; Energy Modeling,Yes,Small,15-08-2025,8,August
3816,Sustainability Analyst,Green Tech,Tokyo,180107,Energy Modeling; Climate Data Analysis,Yes,Large,29-09-2025,9,September
3817,Quantum Software Developer,Quantum Computing,Tokyo,60108,Quantum Algorithms; Linear Algebra,Yes,Large,13-01-2025,1,January
3818,Sustainability Analyst,Green Tech,Tokyo,195106,Climate Data Analysis; Energy Modeling,No,Large,24-09-2025,9,September
3819,Data Scientist,Ai,Tokyo,211352,PyTorch; TensorFlow,Yes,Small,16-09-2025,9,September
3820,Smart Contract Engineer,Blockchain,New York,61121,Ethereum; Rust,Yes,Medium,06-10-2025,10,October
3821,AI Engineer,Ai,London,205850,PyTorch; TensorFlow,Yes,Small,06-04-2025,4,April
3822,Quantum Researcher,Quantum Computing,Dubai,214283,Quantum Algorithms; Linear Algebra,Yes,Small,04-08-2025,8,August
3823,Blockchain Developer,Blockchain,Tokyo,108027,Ethereum; Rust,Yes,Medium,04-07-2025,7,July
3824,AI Engineer,Ai,Berlin,227158,Python; TensorFlow,No,Large,11-08-2025,8,August
3825,Data Scientist,Ai,New York,171186,TensorFlow; Python,Yes,Medium,24-09-2025,9,September
3826,Blockchain Developer,Blockchain,Singapore,54262,Ethereum; Solidity,No,Large,08-03-2025,3,March
3827,Sustainability Analyst,Green Tech,Dubai,104841,Energy Modeling; Climate Data Analysis,Yes,Medium,30-04-2025,4,April
3828,ML Researcher,Ai,Singapore,153227,Python; PyTorch,No,Medium,03-02-2025,2,February
3829,Smart Contract Engineer,Blockchain,London,121967,Solidity; Ethereum,Yes,Medium,03-05-2025,5,May
3830,Sustainability Analyst,Green Tech,Singapore,156888,Climate Data Analysis; Energy Modeling,Yes,Large,25-07-2025,7,July
3831,Blockchain Developer,Blockchain,Dubai,89006,Solidity; Ethereum,Yes,Medium,19-10-2025,10,October
3832,Quantum Software Developer,Quantum Computing,Tokyo,190234,Qiskit; Quantum Algorithms,Yes,Large,06-10-2025,10,October
3833,Smart Contract Engineer,Blockchain,New York,81298,Solidity; Ethereum,Yes,Small,26-04-2025,4,April
3834,Quantum Software Developer,Quantum Computing,Singapore,133414,Quantum Algorithms; Qiskit,No,Medium,18-02-2025,2,February
3835,Renewable Energy Engineer,Green Tech,Tokyo,192454,Climate Data Analysis; Energy Modeling,No,Large,28-10-2025,10,October
3836,Smart Contract Engineer,Blockchain,Berlin,221928,Solidity; Ethereum,No,Small,03-05-2025,5,May
3837,Blockchain Developer,Blockchain,London,132265,Rust; Ethereum,Yes,Small,24-04-2025,4,April
3838,Renewable Energy Engineer,Green Tech,Tokyo,210234,Energy Modeling; Climate Data Analysis,No,Small,18-12-2025,12,December
3839,AI Engineer,Ai,Tokyo,137636,PyTorch; TensorFlow,No,Small,29-08-2025,8,August
3840,Renewable Energy Engineer,Green Tech,Berlin,155533,Climate Data Analysis; Energy Modeling,Yes,Large,13-12-2025,12,December
3841,Quantum Researcher,Quantum Computing,Singapore,109649,Linear Algebra; Quantum Algorithms,No,Large,11-09-2025,9,September
3842,AI Engineer,Ai,Singapore,242311,TensorFlow; PyTorch,Yes,Large,03-07-2025,7,July
3843,AI Engineer,Ai,Berlin,239161,TensorFlow; Python,No,Large,08-06-2025,6,June
3844,Quantum Software Developer,Quantum Computing,Tokyo,128814,Linear Algebra; Qiskit,Yes,Small,09-12-2025,12,December
3845,Blockchain Developer,Blockchain,Berlin,189988,Rust; Ethereum,No,Large,31-12-2025,12,December
3846,AI Engineer,Ai,Tokyo,131565,TensorFlow; Python,No,Medium,27-12-2025,12,December
3847,Renewable Energy Engineer,Green Tech,New York,129393,Climate Data Analysis; Energy Modeling,Yes,Large,15-04-2025,4,April
3848,Quantum Software Developer,Quantum Computing,New York,92061,Linear Algebra; Quantum Algorithms,No,Large,02-02-2025,2,February
3849,Data Scientist,Ai,Tokyo,119415,TensorFlow; PyTorch,No,Medium,03-03-2025,3,March
3850,Data Scientist,Ai,Singapore,204365,Python; TensorFlow,No,Large,11-07-2025,7,July
3851,Data Scientist,Ai,Dubai,246817,PyTorch; Python,Yes,Medium,17-06-2025,6,June
3852,Quantum Software Developer,Quantum Computing,Tokyo,117028,Linear Algebra; Quantum Algorithms,No,Large,06-12-2025,12,December
3853,Blockchain Developer,Blockchain,New York,239298,Solidity; Rust,Yes,Large,16-07-2025,7,July
3854,Renewable Energy Engineer,Green Tech,Singapore,102655,Energy Modeling; Climate Data Analysis,Yes,Large,17-08-2025,8,August
3855,Quantum Software Developer,Quantum Computing,Dubai,50825,Linear Algebra; Qiskit,No,Large,28-05-2025,5,May
3856,Data Scientist,Ai,London,201084,PyTorch; Python,No,Small,07-09-2025,9,September
3857,ML Researcher,Ai,Singapore,183161,TensorFlow; Python,Yes,Large,18-01-2025,1,January
3858,Sustainability Analyst,Green Tech,Berlin,221354,Climate Data Analysis; Energy Modeling,Yes,Large,26-07-2025,7,July
3859,Smart Contract Engineer,Blockchain,Berlin,139388,Solidity; Rust,No,Large,05-01-2025,1,January
3860,Sustainability Analyst,Green Tech,Singapore,149296,Energy Modeling; Climate Data Analysis,Yes,Medium,24-03-2025,3,March
3861,AI Engineer,Ai,Singapore,74232,TensorFlow; PyTorch,No,Large,30-10-2025,10,October
3862,AI Engineer,Ai,New York,248837,TensorFlow; PyTorch,No,Large,17-07-2025,7,July
3863,Quantum Researcher,Quantum Computing,Dubai,146727,Qiskit; Linear Algebra,No,Small,19-03-2025,3,March
3864,Smart Contract Engineer,Blockchain,London,102877,Solidity; Ethereum,Yes,Small,21-11-2025,11,November
3865,Quantum Software Developer,Quantum Computing,Berlin,215161,Quantum Algorithms; Qiskit,No,Large,23-03-2025,3,March
3866,ML Researcher,Ai,Berlin,71279,PyTorch; Python,Yes,Large,27-01-2025,1,January
3867,Quantum Software Developer,Quantum Computing,New York,129906,Quantum Algorithms; Qiskit,No,Medium,05-09-2025,9,September
3868,Blockchain Developer,Blockchain,Tokyo,246914,Solidity; Ethereum,Yes,Small,20-03-2025,3,March
3869,Blockchain Developer,Blockchain,Tokyo,183858,Solidity; Rust,No,Small,13-07-2025,7,July
3870,Quantum Researcher,Quantum Computing,London,81892,Quantum Algorithms; Qiskit,No,Small,21-07-2025,7,July
3871,Smart Contract Engineer,Blockchain,Berlin,125103,Rust; Ethereum,Yes,Small,08-05-2025,5,May
3872,Smart Contract Engineer,Blockchain,Dubai,146436,Solidity; Rust,Yes,Small,11-03-2025,3,March
3873,AI Engineer,Ai,London,158505,PyTorch; Python,Yes,Small,01-01-2025,1,January
3874,Quantum Software Developer,Quantum Computing,Berlin,75256,Qiskit; Quantum Algorithms,No,Large,04-10-2025,10,October
3875,Smart Contract Engineer,Blockchain,Dubai,87310,Solidity; Rust,No,Small,16-12-2025,12,December
3876,Sustainability Analyst,Green Tech,Singapore,70297,Climate Data Analysis; Energy Modeling,Yes,Large,29-04-2025,4,April
3877,AI Engineer,Ai,New York,73655,Python; TensorFlow,No,Large,01-07-2025,7,July
3878,Smart Contract Engineer,Blockchain,Singapore,89020,Rust; Solidity,Yes,Medium,02-08-2025,8,August
3879,Sustainability Analyst,Green Tech,New York,128118,Energy Modeling; Climate Data Analysis,No,Medium,12-03-2025,3,March
3880,Blockchain Developer,Blockchain,London,157005,Ethereum; Rust,Yes,Large,12-07-2025,7,July
3881,ML Researcher,Ai,Dubai,167968,PyTorch; TensorFlow,No,Medium,24-11-2025,11,November
3882,Smart Contract Engineer,Blockchain,Tokyo,133393,Solidity; Ethereum,Yes,Large,21-08-2025,8,August
3883,AI Engineer,Ai,Berlin,128095,PyTorch; TensorFlow,No,Large,21-06-2025,6,June
3884,Blockchain Developer,Blockchain,Berlin,225632,Rust; Ethereum,No,Medium,24-12-2025,12,December
3885,ML Researcher,Ai,Tokyo,205257,TensorFlow; Python,Yes,Medium,03-03-2025,3,March
3886,Blockchain Developer,Blockchain,Dubai,230046,Ethereum; Rust,Yes,Small,03-01-2025,1,January
3887,Quantum Researcher,Quantum Computing,Berlin,162350,Linear Algebra; Qiskit,No,Small,04-01-2025,1,January
3888,Smart Contract Engineer,Blockchain,London,114451,Ethereum; Solidity,No,Large,12-04-2025,4,April
3889,Sustainability Analyst,Green Tech,Singapore,109242,Energy Modeling; Climate Data Analysis,No,Medium,15-05-2025,5,May
3890,Quantum Software Developer,Quantum Computing,Tokyo,237224,Qiskit; Linear Algebra,Yes,Large,19-04-2025,4,April
3891,Sustainability Analyst,Green Tech,Berlin,235662,Climate Data Analysis; Energy Modeling,Yes,Small,29-11-2025,11,November
3892,Smart Contract Engineer,Blockchain,Tokyo,84632,Ethereum; Solidity,No,Large,19-03-2025,3,March
3893,Renewable Energy Engineer,Green Tech,New York,212620,Climate Data Analysis; Energy Modeling,Yes,Small,08-10-2025,10,October
3894,ML Researcher,Ai,Dubai,139105,PyTorch; Python,No,Small,16-05-2025,5,May
3895,Sustainability Analyst,Green Tech,Singapore,125802,Climate Data Analysis; Energy Modeling,No,Small,24-06-2025,6,June
3896,Data Scientist,Ai,Singapore,80760,TensorFlow; PyTorch,Yes,Small,16-11-2025,11,November
3897,AI Engineer,Ai,New York,120894,Python; PyTorch,Yes,Medium,25-01-2025,1,January
3898,ML Researcher,Ai,New York,64910,PyTorch; Python,Yes,Medium,12-11-2025,11,November
3899,Blockchain Developer,Blockchain,Tokyo,72109,Rust; Ethereum,No,Medium,26-08-2025,8,August
3900,Renewable Energy Engineer,Green Tech,Dubai,82873,Climate Data Analysis; Energy Modeling,No,Medium,26-09-2025,9,September
3901,Quantum Software Developer,Quantum Computing,Tokyo,130425,Quantum Algorithms; Linear Algebra,Yes,Medium,29-06-2025,6,June
3902,Smart Contract Engineer,Blockchain,Tokyo,226548,Ethereum; Solidity,No,Large,13-11-2025,11,November
3903,AI Engineer,Ai,Tokyo,227737,PyTorch; Python,No,Small,10-12-2025,12,December
3904,ML Researcher,Ai,Tokyo,91005,PyTorch; TensorFlow,Yes,Small,12-10-2025,10,October
3905,Data Scientist,Ai,New York,167310,Python; TensorFlow,No,Large,22-09-2025,9,September
3906,Renewable Energy Engineer,Green Tech,Berlin,50072,Climate Data Analysis; Energy Modeling,Yes,Small,08-01-2025,1,January
3907,AI Engineer,Ai,Singapore,195476,PyTorch; TensorFlow,Yes,Large,24-03-2025,3,March
3908,Smart Contract Engineer,Blockchain,Dubai,242469,Ethereum; Solidity,No,Small,07-12-2025,12,December
3909,Blockchain Developer,Blockchain,Tokyo,156887,Ethereum; Rust,Yes,Small,25-08-2025,8,August
3910,ML Researcher,Ai,Dubai,109966,Python; PyTorch,Yes,Medium,21-01-2025,1,January
3911,AI Engineer,Ai,Berlin,159565,Python; TensorFlow,No,Medium,04-03-2025,3,March
3912,AI Engineer,Ai,London,106066,TensorFlow; Python,Yes,Large,09-01-2025,1,January
3913,Renewable Energy Engineer,Green Tech,London,85125,Energy Modeling; Climate Data Analysis,Yes,Medium,16-11-2025,11,November
3914,Quantum Researcher,Quantum Computing,New York,142529,Linear Algebra; Qiskit,No,Large,14-04-2025,4,April
3915,Smart Contract Engineer,Blockchain,Dubai,217861,Solidity; Ethereum,No,Small,08-05-2025,5,May
3916,Quantum Researcher,Quantum Computing,London,154998,Qiskit; Linear Algebra,Yes,Large,24-08-2025,8,August
3917,Smart Contract Engineer,Blockchain,Dubai,133913,Ethereum; Rust,No,Large,03-05-2025,5,May
3918,Smart Contract Engineer,Blockchain,Tokyo,203342,Rust; Solidity,No,Medium,20-06-2025,6,June
3919,Blockchain Developer,Blockchain,Tokyo,148524,Rust; Solidity,No,Small,15-06-2025,6,June
3920,ML Researcher,Ai,Berlin,145199,TensorFlow; PyTorch,Yes,Medium,06-01-2025,1,January
3921,AI Engineer,Ai,London,197524,TensorFlow; Python,Yes,Large,27-10-2025,10,October
3922,Sustainability Analyst,Green Tech,Tokyo,173333,Energy Modeling; Climate Data Analysis,No,Small,08-12-2025,12,December
3923,Quantum Software Developer,Quantum Computing,Berlin,86285,Qiskit; Linear Algebra,Yes,Medium,01-06-2025,6,June
3924,ML Researcher,Ai,Tokyo,164975,PyTorch; Python,No,Large,16-01-2025,1,January
3925,Data Scientist,Ai,Dubai,75918,Python; PyTorch,No,Medium,16-07-2025,7,July
3926,Sustainability Analyst,Green Tech,New York,224917,Climate Data Analysis; Energy Modeling,Yes,Small,08-07-2025,7,July
3927,Renewable Energy Engineer,Green Tech,Dubai,233274,Energy Modeling; Climate Data Analysis,Yes,Small,10-05-2025,5,May
3928,AI Engineer,Ai,Singapore,236121,Python; TensorFlow,Yes,Medium,30-12-2025,12,December
3929,Sustainability Analyst,Green Tech,Tokyo,246495,Energy Modeling; Climate Data Analysis,No,Large,16-01-2025,1,January
3930,Sustainability Analyst,Green Tech,New York,141571,Energy Modeling; Climate Data Analysis,Yes,Medium,24-05-2025,5,May
3931,ML Researcher,Ai,New York,106022,PyTorch; Python,Yes,Small,06-01-2025,1,January
3932,Quantum Software Developer,Quantum Computing,New York,203143,Linear Algebra; Quantum Algorithms,Yes,Medium,16-06-2025,6,June
3933,AI Engineer,Ai,New York,91253,Python; PyTorch,Yes,Large,29-03-2025,3,March
3934,Sustainability Analyst,Green Tech,Tokyo,120231,Climate Data Analysis; Energy Modeling,No,Large,24-04-2025,4,April
3935,AI Engineer,Ai,Berlin,69577,TensorFlow; PyTorch,No,Medium,28-05-2025,5,May
3936,Smart Contract Engineer,Blockchain,Singapore,201680,Ethereum; Rust,No,Large,17-02-2025,2,February
3937,Data Scientist,Ai,New York,152116,TensorFlow; PyTorch,Yes,Small,13-12-2025,12,December
3938,Blockchain Developer,Blockchain,Dubai,56017,Ethereum; Solidity,Yes,Medium,03-12-2025,12,December
3939,Sustainability Analyst,Green Tech,London,189814,Climate Data Analysis; Energy Modeling,No,Large,30-01-2025,1,January
3940,Data Scientist,Ai,Singapore,155828,TensorFlow; Python,Yes,Medium,04-03-2025,3,March
3941,ML Researcher,Ai,New York,114896,Python; PyTorch,Yes,Small,30-12-2025,12,December
3942,Quantum Researcher,Quantum Computing,New York,91183,Quantum Algorithms; Linear Algebra,Yes,Small,26-08-2025,8,August
3943,Renewable Energy Engineer,Green Tech,Dubai,133527,Climate Data Analysis; Energy Modeling,No,Small,09-06-2025,6,June
3944,Smart Contract Engineer,Blockchain,Singapore,238743,Ethereum; Rust,Yes,Large,11-06-2025,6,June
3945,Renewable Energy Engineer,Green Tech,Singapore,65258,Energy Modeling; Climate Data Analysis,No,Large,21-03-2025,3,March
3946,Quantum Software Developer,Quantum Computing,Singapore,117705,Quantum Algorithms; Linear Algebra,Yes,Small,04-11-2025,11,November
3947,Renewable Energy Engineer,Green Tech,Berlin,239487,Energy Modeling; Climate Data Analysis,Yes,Small,14-12-2025,12,December
3948,Quantum Researcher,Quantum Computing,Dubai,186724,Linear Algebra; Quantum Algorithms,Yes,Small,28-09-2025,9,September
3949,Data Scientist,Ai,Singapore,104435,Python; PyTorch,No,Large,22-04-2025,4,April
3950,Smart Contract Engineer,Blockchain,New York,204784,Rust; Solidity,Yes,Small,04-03-2025,3,March
3951,ML Researcher,Ai,London,232889,PyTorch; TensorFlow,No,Small,16-04-2025,4,April
3952,AI Engineer,Ai,Tokyo,59530,Python; TensorFlow,Yes,Large,22-02-2025,2,February
3953,Quantum Researcher,Quantum Computing,Singapore,154604,Linear Algebra; Quantum Algorithms,Yes,Small,27-09-2025,9,September
3954,Quantum Researcher,Quantum Computing,New York,145322,Qiskit; Quantum Algorithms,No,Large,24-03-2025,3,March
3955,AI Engineer,Ai,London,64496,TensorFlow; PyTorch,No,Small,27-02-2025,2,February
3956,Quantum Researcher,Quantum Computing,New York,197139,Linear Algebra; Qiskit,Yes,Small,26-01-2025,1,January
3957,ML Researcher,Ai,Tokyo,128435,Python; TensorFlow,Yes,Medium,22-03-2025,3,March
3958,AI Engineer,Ai,New York,136108,PyTorch; Python,Yes,Small,12-01-2025,1,January
3959,Blockchain Developer,Blockchain,Tokyo,81282,Solidity; Ethereum,No,Medium,02-09-2025,9,September
3960,Renewable Energy Engineer,Green Tech,London,71051,Energy Modeling; Climate Data Analysis,No,Small,28-10-2025,10,October
3961,Smart Contract Engineer,Blockchain,London,197492,Ethereum; Rust,Yes,Small,24-08-2025,8,August
3962,ML Researcher,Ai,Tokyo,167492,Python; PyTorch,No,Small,14-07-2025,7,July
3963,Blockchain Developer,Blockchain,New York,183570,Solidity; Rust,No,Medium,29-03-2025,3,March
3964,Data Scientist,Ai,London,242878,PyTorch; TensorFlow,No,Large,03-04-2025,4,April
3965,Data Scientist,Ai,Berlin,196907,PyTorch; Python,No,Medium,07-07-2025,7,July
3966,Sustainability Analyst,Green Tech,New York,214241,Climate Data Analysis; Energy Modeling,No,Large,06-09-2025,9,September
3967,Sustainability Analyst,Green Tech,London,157039,Energy Modeling; Climate Data Analysis,No,Small,26-11-2025,11,November
3968,Blockchain Developer,Blockchain,Tokyo,246307,Ethereum; Rust,Yes,Small,10-01-2025,1,January
3969,Smart Contract Engineer,Blockchain,Dubai,164319,Solidity; Rust,Yes,Medium,12-06-2025,6,June
3970,Quantum Software Developer,Quantum Computing,New York,136649,Quantum Algorithms; Qiskit,No,Small,05-05-2025,5,May
3971,Quantum Software Developer,Quantum Computing,Dubai,95400,Quantum Algorithms; Linear Algebra,No,Large,02-11-2025,11,November
3972,Blockchain Developer,Blockchain,London,163444,Rust; Solidity,Yes,Small,16-11-2025,11,November
3973,Smart Contract Engineer,Blockchain,Tokyo,182840,Rust; Ethereum,No,Medium,26-12-2025,12,December
3974,Data Scientist,Ai,Tokyo,114906,PyTorch; TensorFlow,Yes,Small,26-02-2025,2,February
3975,Quantum Researcher,Quantum Computing,New York,111420,Linear Algebra; Qiskit,No,Medium,09-05-2025,5,May
3976,Smart Contract Engineer,Blockchain,Singapore,109042,Ethereum; Rust,Yes,Large,23-12-2025,12,December
3977,Blockchain Developer,Blockchain,London,76422,Solidity; Rust,Yes,Large,20-07-2025,7,July
3978,ML Researcher,Ai,Singapore,51611,PyTorch; Python,Yes,Small,21-04-2025,4,April
3979,Smart Contract Engineer,Blockchain,Tokyo,135561,Solidity; Ethereum,Yes,Medium,27-10-2025,10,October
3980,Sustainability Analyst,Green Tech,Dubai,152519,Climate Data Analysis; Energy Modeling,Yes,Small,24-06-2025,6,June
3981,Renewable Energy Engineer,Green Tech,Dubai,237330,Climate Data Analysis; Energy Modeling,No,Medium,29-09-2025,9,September
3982,Smart Contract Engineer,Blockchain,Singapore,89284,Rust; Solidity,Yes,Small,04-07-2025,7,July
3983,Sustainability Analyst,Green Tech,Singapore,174598,Energy Modeling; Climate Data Analysis,No,Large,26-03-2025,3,March
3984,Quantum Software Developer,Quantum Computing,Singapore,109951,Qiskit; Quantum Algorithms,No,Small,07-12-2025,12,December
3985,Sustainability Analyst,Green Tech,Dubai,69455,Climate Data Analysis; Energy Modeling,Yes,Small,14-09-2025,9,September
3986,Sustainability Analyst,Green Tech,New York,230891,Climate Data Analysis; Energy Modeling,No,Large,18-05-2025,5,May
3987,Smart Contract Engineer,Blockchain,Dubai,181098,Ethereum; Solidity,No,Small,14-11-2025,11,November
3988,ML Researcher,Ai,Dubai,215911,PyTorch; Python,No,Small,17-04-2025,4,April
3989,Quantum Software Developer,Quantum Computing,London,68184,Quantum Algorithms; Linear Algebra,Yes,Large,03-02-2025,2,February
3990,AI Engineer,Ai,Dubai,58266,TensorFlow; Python,No,Large,05-08-2025,8,August
3991,Data Scientist,Ai,Berlin,76964,TensorFlow; PyTorch,No,Small,13-12-2025,12,December
3992,ML Researcher,Ai,Singapore,201802,Python; PyTorch,No,Medium,14-05-2025,5,May
3993,Data Scientist,Ai,Tokyo,91047,TensorFlow; PyTorch,Yes,Medium,10-09-2025,9,September
3994,Renewable Energy Engineer,Green Tech,Singapore,212298,Energy Modeling; Climate Data Analysis,No,Large,08-03-2025,3,March
3995,AI Engineer,Ai,New York,126430,PyTorch; TensorFlow,No,Large,29-10-2025,10,October
3996,Smart Contract Engineer,Blockchain,Tokyo,119232,Ethereum; Solidity,No,Large,29-03-2025,3,March
3997,Blockchain Developer,Blockchain,Tokyo,159336,Rust; Solidity,No,Small,11-02-2025,2,February
3998,Quantum Researcher,Quantum Computing,London,128454,Quantum Algorithms; Qiskit,No,Small,14-08-2025,8,August
3999,ML Researcher,Ai,Tokyo,50677,TensorFlow; Python,No,Small,12-11-2025,11,November
4000,Smart Contract Engineer,Blockchain,New York,79080,Solidity; Ethereum,Yes,Large,07-08-2025,8,August
4001,Blockchain Developer,Blockchain,New York,161894,Ethereum; Solidity,No,Large,20-03-2025,3,March
4002,Smart Contract Engineer,Blockchain,Dubai,243815,Ethereum; Rust,No,Large,29-10-2025,10,October
4003,Renewable Energy Engineer,Green Tech,Dubai,194106,Climate Data Analysis; Energy Modeling,Yes,Medium,19-12-2025,12,December
4004,Renewable Energy Engineer,Green Tech,Tokyo,186954,Climate Data Analysis; Energy Modeling,Yes,Large,03-03-2025,3,March
4005,Blockchain Developer,Blockchain,Dubai,222852,Solidity; Ethereum,No,Small,28-05-2025,5,May
4006,Quantum Software Developer,Quantum Computing,Dubai,130496,Qiskit; Linear Algebra,Yes,Small,25-09-2025,9,September
4007,ML Researcher,Ai,Tokyo,180557,PyTorch; Python,Yes,Large,30-05-2025,5,May
4008,Data Scientist,Ai,London,115333,PyTorch; Python,Yes,Large,16-10-2025,10,October
4009,Quantum Researcher,Quantum Computing,Berlin,186015,Linear Algebra; Quantum Algorithms,Yes,Medium,10-06-2025,6,June
4010,Blockchain Developer,Blockchain,New York,211083,Ethereum; Rust,No,Large,27-07-2025,7,July
4011,ML Researcher,Ai,Singapore,195627,Python; PyTorch,Yes,Large,22-12-2025,12,December
4012,Sustainability Analyst,Green Tech,New York,167724,Energy Modeling; Climate Data Analysis,No,Medium,07-11-2025,11,November
4013,Smart Contract Engineer,Blockchain,Berlin,211013,Rust; Solidity,Yes,Large,10-08-2025,8,August
4014,Quantum Software Developer,Quantum Computing,London,56082,Quantum Algorithms; Linear Algebra,No,Small,13-11-2025,11,November
4015,ML Researcher,Ai,Tokyo,109320,TensorFlow; Python,No,Large,08-08-2025,8,August
4016,Renewable Energy Engineer,Green Tech,Berlin,137762,Climate Data Analysis; Energy Modeling,No,Medium,01-08-2025,8,August
4017,ML Researcher,Ai,New York,87907,TensorFlow; PyTorch,Yes,Medium,14-09-2025,9,September
4018,Blockchain Developer,Blockchain,Dubai,218366,Solidity; Ethereum,No,Large,02-04-2025,4,April
4019,Quantum Researcher,Quantum Computing,Dubai,149687,Quantum Algorithms; Linear Algebra,No,Small,18-07-2025,7,July
4020,Data Scientist,Ai,London,191974,TensorFlow; Python,Yes,Small,30-07-2025,7,July
4021,Smart Contract Engineer,Blockchain,Tokyo,199951,Ethereum; Rust,No,Medium,02-11-2025,11,November
4022,Renewable Energy Engineer,Green Tech,New York,186648,Energy Modeling; Climate Data Analysis,No,Small,08-11-2025,11,November
4023,Smart Contract Engineer,Blockchain,Dubai,160657,Ethereum; Solidity,No,Large,01-07-2025,7,July
4024,Sustainability Analyst,Green Tech,New York,73269,Climate Data Analysis; Energy Modeling,No,Large,06-03-2025,3,March
4025,AI Engineer,Ai,Dubai,189155,Python; TensorFlow,No,Medium,12-10-2025,10,October
4026,Sustainability Analyst,Green Tech,Dubai,182019,Energy Modeling; Climate Data Analysis,Yes,Small,26-12-2025,12,December
4027,AI Engineer,Ai,Tokyo,167633,TensorFlow; PyTorch,Yes,Large,01-11-2025,11,November
4028,AI Engineer,Ai,Berlin,55952,Python; PyTorch,Yes,Small,16-07-2025,7,July
4029,Quantum Researcher,Quantum Computing,Berlin,160687,Quantum Algorithms; Linear Algebra,Yes,Small,03-11-2025,11,November
4030,Smart Contract Engineer,Blockchain,New York,238281,Rust; Solidity,No,Large,08-06-2025,6,June
4031,ML Researcher,Ai,London,220830,PyTorch; Python,Yes,Small,24-07-2025,7,July
4032,Smart Contract Engineer,Blockchain,Dubai,191425,Solidity; Ethereum,No,Medium,05-05-2025,5,May
4033,Blockchain Developer,Blockchain,Tokyo,131664,Ethereum; Rust,No,Large,02-04-2025,4,April
4034,Data Scientist,Ai,Dubai,54874,PyTorch; TensorFlow,Yes,Small,11-10-2025,10,October
4035,Quantum Software Developer,Quantum Computing,Dubai,119501,Linear Algebra; Qiskit,Yes,Small,22-10-2025,10,October
4036,Quantum Software Developer,Quantum Computing,Singapore,171932,Quantum Algorithms; Qiskit,No,Small,23-02-2025,2,February
4037,Smart Contract Engineer,Blockchain,Singapore,61752,Ethereum; Solidity,Yes,Small,03-07-2025,7,July
4038,ML Researcher,Ai,New York,159901,TensorFlow; Python,No,Medium,29-01-2025,1,January
4039,Quantum Researcher,Quantum Computing,Tokyo,72963,Qiskit; Linear Algebra,Yes,Large,15-05-2025,5,May
4040,Quantum Researcher,Quantum Computing,Tokyo,242107,Linear Algebra; Quantum Algorithms,Yes,Large,07-12-2025,12,December
4041,Sustainability Analyst,Green Tech,Singapore,129148,Climate Data Analysis; Energy Modeling,Yes,Large,10-05-2025,5,May
4042,ML Researcher,Ai,New York,75604,TensorFlow; Python,Yes,Small,21-01-2025,1,January
4043,Quantum Researcher,Quantum Computing,Berlin,83097,Quantum Algorithms; Linear Algebra,No,Small,06-04-2025,4,April
4044,Sustainability Analyst,Green Tech,Berlin,236975,Energy Modeling; Climate Data Analysis,No,Small,26-06-2025,6,June
4045,Blockchain Developer,Blockchain,New York,172711,Ethereum; Solidity,No,Large,10-08-2025,8,August
4046,Quantum Software Developer,Quantum Computing,London,122485,Quantum Algorithms; Qiskit,Yes,Large,29-04-2025,4,April
4047,Blockchain Developer,Blockchain,New York,72947,Solidity; Ethereum,No,Large,29-07-2025,7,July
4048,AI Engineer,Ai,Berlin,201215,Python; TensorFlow,Yes,Medium,28-10-2025,10,October
4049,Sustainability Analyst,Green Tech,Singapore,165709,Climate Data Analysis; Energy Modeling,Yes,Medium,17-10-2025,10,October
4050,Data Scientist,Ai,Tokyo,129930,TensorFlow; Python,Yes,Small,20-07-2025,7,July
4051,ML Researcher,Ai,Tokyo,53218,Python; PyTorch,Yes,Large,17-04-2025,4,April
4052,Blockchain Developer,Blockchain,London,213690,Solidity; Ethereum,Yes,Medium,26-12-2025,12,December
4053,Quantum Software Developer,Quantum Computing,Singapore,171515,Quantum Algorithms; Qiskit,Yes,Large,01-07-2025,7,July
4054,Sustainability Analyst,Green Tech,Dubai,184052,Energy Modeling; Climate Data Analysis,No,Medium,10-04-2025,4,April
4055,Renewable Energy Engineer,Green Tech,Singapore,234045,Climate Data Analysis; Energy Modeling,No,Large,25-06-2025,6,June
4056,Blockchain Developer,Blockchain,Singapore,241890,Ethereum; Solidity,No,Small,13-07-2025,7,July
4057,Quantum Researcher,Quantum Computing,New York,135032,Linear Algebra; Qiskit,No,Small,04-06-2025,6,June
4058,Sustainability Analyst,Green Tech,Berlin,164469,Energy Modeling; Climate Data Analysis,No,Medium,03-09-2025,9,September
4059,Renewable Energy Engineer,Green Tech,Singapore,201605,Climate Data Analysis; Energy Modeling,Yes,Small,19-02-2025,2,February
4060,Data Scientist,Ai,Dubai,142796,TensorFlow; PyTorch,No,Medium,25-06-2025,6,June
4061,Sustainability Analyst,Green Tech,Singapore,67080,Energy Modeling; Climate Data Analysis,No,Medium,26-02-2025,2,February
